Name	Set	Set #	Imagefile	Side	Culture	Type	Twilight	Strength	Vitality	Resistance	Signet/Site#	Unique	Rarity	Card#	Notes	Lore	Text
Signs of War	Bloodlines	13	LOTR13167	Shadow	Uruk-hai	Condition - Support Area	2					U	U	167			While you can spot 3 [URUK-HAI] lurker minions, at the start of each skirmish involving an [URUK-HAI] lurker minion, each companion skirmishing that minion must exert.
Uruk Aggressor	Bloodlines	13	LOTR13168	Shadow	Uruk-hai	Minion - Uruk-hai	3	8	2		5		C	168			Damage +1. When you play this, you may spot a companion who has resistance 0 to make this minion twilight cost -2.
Uruk Blitz	Bloodlines	13	LOTR13169	Shadow	Uruk-hai	Minion - Uruk-hai	4	12	2		5	U	R	169			To play, spot an [URUK-HAI] minion. While the fellowship is in region 1, each Uruk-hai is damage +1. While the fellowship is in region 2, each companion is strength -1. While the fellowship is in region 3, each unbound companion is resistance -2.
Uruk Distractor	Bloodlines	13	LOTR13170	Shadow	Uruk-hai	Minion - Uruk-hai	4	9	2		5		U	170			Damage +1. Skirmish: If this minion is not assigned to a skirmish, you may exert it to discard a possession borne by a companion skirmishing another [URUK-HAI] minion.
Uruk Invader	Bloodlines	13	LOTR13171	Shadow	Uruk-hai	Minion - Uruk-hai	4	9	2		5		R	171			Damage +1. This minion is twilight cost -1 for each companion who has resistance 2 or less.
Uruk Outrider	Bloodlines	13	LOTR13172	Shadow	Uruk-hai	Minion - Uruk-hai	5	15	2		5		C	172			This minion is damage +1 for each character in the dead pile.
Uruk Reserve	Bloodlines	13	LOTR13173	Shadow	Uruk-hai	Minion - Uruk-hai	4	8	2		5		C	173			Damage +1. Lurker. (Skirmishes involving lurker minions must be resolved after any others.) Each time your [URUK-HAI] minion is about to be killed in a skirmish, you may place that minion on the bottom of your draw deck instead.
Uruk Rogue	Bloodlines	13	LOTR13174	Shadow	Uruk-hai	Minion - Uruk-hai	5	12	3		5		R	174			Damage +1. Skirmish: If no other minions are assigned to a skirmish, you may exert this minion twice to make it fierce and strength +4 until the regroup phase.
Uruk Rogue (T)	Bloodlines	13	LOTR13174T	Shadow	Uruk-hai	Minion - Uruk-hai	5	12	3		5		R	174T	Tengwar		Damage +1. Skirmish: If no other minions are assigned to a skirmish, exert this minion twice to make it Fierce and strength +4 until the regroup phase. 
Uruk Tactician	Bloodlines	13	LOTR13175	Shadow	Uruk-hai	Minion - Uruk-hai	4	7	3		5		C	175			Damage +1. Skirmish: Exert this minion to make a companion skirmishing an [URUK-HAI] lurker minion strength -2.
War Machine	Bloodlines	13	LOTR13176	Shadow	Uruk-hai	Event - Skirmish	1						C	176			Exert your [URUK-HAI] lurker minion to play an [URUK-HAI] hand weapon from your discard pile on your [URUK-HAI] minion.
Weapons of Control	Bloodlines	13	LOTR13177	Shadow	Uruk-hai	Condition - Support Area	0						U	177			When you play this, add an [URUK-HAI] token here for each wounded companion. Skirmish: Discard this from play or remove 2 tokens from here to make a companion skirmishing an [URUK-HAI] minion strength -1.
Dark Fell About Him	Bloodlines	13	LOTR13178	Shadow	Wraith	Event - Regroup	3						R	178			To play, exert your Nazgul twice and spot an exhausted companion. Heal that companion to add a burden. If the fellowship is not in region 1, you may repeat this for each other wound on that companion.
From Hideous Eyrie	Bloodlines	13	LOTR13179	Shadow	Wraith	Event - Skirmish	2						U	179			You may remove from the game 4 [WRAITH] cards in your discard pile instead of paying the twilight cost for this card. Make your Nazgul in a fierce skirmish strength +2.
Shadow in the East	Bloodlines	13	LOTR13180	Shadow	Wraith	Event - Shadow	4						R	180			Toil 1. (For each [WRAITH] character you exert when playing this, it is twilight cost -1.) To play, spot a [WRAITH] card in your support area. Spot a companion to draw a card for each wound on that companion (and draw an additional card if you can spot a Nazgul).
They Came From Mordor	Bloodlines	13	LOTR13181	Shadow	Wraith	Condition - Support Area	0						U	181			When you play this, you may add a [WRAITH] token here for each [WRAITH] card in your support area. Shadow: Discard this from play or remove 2 tokens from here to play a [WRAITH] mount from your draw deck on your [WRAITH] minion.
Ulaire Enquea, Sixth of the Nine Riders	Bloodlines	13	LOTR13182	Shadow	Wraith	Minion - Nazgul	6	11	4		3	U	R	182			Fierce. When you play Ulaire Enquea, if you can spot 2 other Nazgul, you may exert 2 unbound companions (or exert each companion if you can spot 6 companions).
Ulaire Lemenya, Servant of the Shadow	Bloodlines	13	LOTR13183	Shadow	Wraith	Minion - Nazgul	4	9	2		3	U	U	183			Fierce. Shadow: Exert Ulaire Lemenya and discard a Nazgul from your hand to discard a condition from play.
Ulaire Nertea, Servant of the Shadow	Bloodlines	13	LOTR13184	Shadow	Wraith	Minion - Nazgul	4	9	2		3	U	C	184			Fierce. While you can spot a companion who has resistance 3 or less, Ulaire Nertea is twilight cost -2.
Abandoned Mine Shaft	Bloodlines	13	LOTR13185	Site	Site	Site	0						U	185			Underground. If this site is not in region 1 when the fellowship moves from here during the regroup phase, add a burden. 
Caves of Aglarond	Bloodlines	13	LOTR13186	Site	Site	Site	3						S	186			Underground. When the fellowship moves to this site during the regroup phase, the Free Peoples player may remove 2 burdens. 
City of Kings	Bloodlines	13	LOTR13187	Site	Site	Site	3						U	187			Battleground. When the fellowship moves to this site during the regroup phase, the Free Peoples player may draw a card. 
Courtyard Parapet	Bloodlines	13	LOTR13188	Site	Site	Site	0						U	188	Lists: SXL		Dwelling. When the fellowship moves to this site, the first Shadow player may discard 2 cards from hand to add a burden. 
Crossroads of the Fallen Kings	Bloodlines	13	LOTR13189	Site	Site	Site	3						S	189			Forest. When the fellowship moves to this site during the regroup phase, the Free Peoples player may heal a companion of each culture. 
Doors of Durin	Bloodlines	13	LOTR13190	Site	Site	Site	0						U	190			Marsh. Each companion of a race that has the most companions is strength -1 until the regroup phase. 
Fords of Isen	Bloodlines	13	LOTR13191	Site	Site	Site	2						S	191			River. Each character is strength +1 for each card borne by that character. 
The Great Gates	Bloodlines	13	LOTR13192	Site	Site	Site	0						S	192			Battleground. While a player can spot more companions than minions, each minion is strength +1. 
Isenwash	Bloodlines	13	LOTR13193	Site	Site	Site	0						U	193			Battleground. Plains. At the start of the regroup phase, each Shadow player may exert a minion to exert a companion. 
Redhorn Pass	Bloodlines	13	LOTR13194	Site	Site	Site	2						U	194			Mountain. Culture tokens cannot be added, removed, or reinforced. 
Celeborn, The Wise (F)	Bloodlines	13	LOTR13F01	Free Peoples	Elven	Companion - Elf	2	6	3	7		U	RF	1RF	Legends Series.		While the fellowship is at a forest site, each Elf who has resistance 7 or more gains muster. Each time the fellowship moves during the regroup phase, you may take an [ELVEN] event into hand from your discard pile.
Galadriel, Sorceress of the Hidden Land (F)	Bloodlines	13	LOTR13F02	Free Peoples	Elven	Companion - Elf	0	3	3	7		U	RF	2RF	Legends Series.When you reveal cards from the top of your deck, you reveal one for each forest on theadventure path. For example: if you have three forests, you would reveal the topt hree cards of your draw deck. 		To play, spot 3 Elves. Each time the fellowship moves during the regroup phase, you may reveal a card from the top of your draw deck for each forest on the adventure path to heal an Elf for each [ELVEN] card revealed.
Legolas, of the Grey Company (F)	Bloodlines	13	LOTR13F03	Free Peoples	Elven	Companion - Elf	2	6	3	6		U	RF	3RF	Legends Series.		Archer. At the start of each archery phase, you may reveal the top card of your draw deck. If it is an [ELVEN] card, wound a minion.
Gandalf, Bearer of Obligation (F)	Bloodlines	13	LOTR13F04	Free Peoples	Gandalf	Companion - Wizard	4	7	4	5		U	RF	4RF	Legends Series.		While Gandalf is the Ring-bearer, each time the fellowship moves, add 3 burdens unless you spot 2 other companions and discard 2 [GANDALF] cards from hand.
Pallando, Far-travelling One (F)	Bloodlines	13	LOTR13F05	Free Peoples	Gandalf	Follower	2	1				U	RF	5RF	Legends Series.		Aid - (2). Each time you transfer this to a companion, except a [GANDALF] companion, exert bearer twice. Each time bearer wins a skirmish, you may discard a condition from play.
Deagol, Fateful Finder (F)	Bloodlines	13	LOTR13F06	Free Peoples	Gollum	Follower	0			1		U	RF	6RF	Legends Series.		To play, spot Smeagol. Aid - Add a burden. Skirmish: If bearer is not assigned to a skirmish, discard this from play to play an artifact or possession from your draw deck on bearer.
Aragorn, Isildur's Heir (F)	Bloodlines	13	LOTR13F07	Free Peoples	Gondor	Companion - Man	4	8	4	8		U	RF	7RF	Legends Series.		Aragorn is strength +1 for each [GONDOR] card that has a culture token on it. At the start of each assignment phase, you may exert Aragorn to make an unbound companion that has resistance 7 or more defender +1 until the regroup phase.
Denethor, Last Ruling Steward (F)	Bloodlines	13	LOTR13F08	Free Peoples	Gondor	Companion - Man	3	7	3	5		U	RF	8RF	Legends Series.		Denethor is resistance +1 for each [GONDOR] possession in your discard pile. Maneuver: Spot a [GONDOR] possession borne by a companion and remove that possession from the game to exert a minion twice.
Voice of the Desert, Southron Troop (F)	Bloodlines	13	LOTR13F09	Shadow	Men	Minion - Man	4	11	3		4	U	RF	9RF	Legends Series.		To play, spot a [MEN] minion. While the fellowship is in region 1, each [MEN] minion cannot take wounds. While the fellowship is in region 2, each [MEN] minion is an archer. While the fellowship is in region 3, each [MEN] minion is fierce.
Chamber Patrol (F)	Bloodlines	13	LOTR13F10	Shadow	Orc	Minion - Orc	4	11	3		4	U	RF	10RF	Legends Series.		To play, spot an [ORC] minion. While the fellowship is in region 1, [ORC] Orcs cannot take wounds. While the fellowship is in region 2, the current site gains underground. While the fellowship is in region 3, each [ORC] Orc is strength +2.
Orc Crusher (F)	Bloodlines	13	LOTR13F11	Shadow	Orc	Minion - Orc	5	11	3		4	U	RF	11RF	Legends Series.		To play, spot an [ORC] Orc. This minion is twilight cost -1 for each burden. Each time a Ring-bound companion loses a skirmish involving an [ORC] minion, you may reveal this card from hand to add a burden.
Eomer, Heir to Meduseld (F)	Bloodlines	13	LOTR13F12	Free Peoples	Rohan	Companion - Man	3	7	3	7		U	RF	12RF	Legends Series.		While Eomer bears a mount, he is damage +1. While no other companion is assigned to a skirmish, Eomer is strength +1 for each other [ROHAN] companion you can spot.
Theoden, The Renowned (F)	Bloodlines	13	LOTR13F13	Free Peoples	Rohan	Companion - Man	3	7	3	7		U	RF	13RF	Legends Series.		While you can spot Eowyn, Theoden is defender +1. While you can spot Eomer, Theoden is damage +1. While you can spot Theodred, the move limit is +1.
Sauron, Dark Lord of Mordor (F)	Bloodlines	13	LOTR13F14	Shadow	Sauron	Minion - Maia	16	24	5		6	U	RF	14RF	Legends Series.		Damage +1. Fierce. When you play Sauron, you may exert any number of minions. For each minion you exert, Sauron is twilight cost -X, where X is the current region number.
Frodo, Frenzied Fighter (F)	Bloodlines	13	LOTR13F15	Free Peoples	Shire	Companion - Hobbit	2	3	4	8		U	RF	15RF	Legends Series.This version of Frodo cannot become the Ring-bearer. 		Ring-bound. While you can spot more minions than companions, Frodo cannot be overwhelmed unless his strength is tripled. Skirmish: If Frodo is not assigned to a skirmish, exert Frodo to have him replace a Ring-bound companion skirmishing a minion.
Sam, Bearer of Great Need (F)	Bloodlines	13	LOTR13F16	Free Peoples	Shire	Companion - Hobbit	2	3	4	5		U	RF	16RF	Legends Series.		Ring-bound. Sam is resistance +1 for each Hobbit you can spot. Regroup: Exert Sam and transfer a follower he is bearing to your support area to discard a minion from play.
Uruk Blitz (F)	Bloodlines	13	LOTR13F17	Shadow	Uruk-hai	Minion - Uruk-hai	4	12	2		5	U	RF	17RF	Legends Series.		To play, spot an [URUK-HAI] minion. While the fellowship is in region 1, each Uruk-hai is damage +1. While the fellowship is in region 2, each companion is strength -1. While the fellowship is in region 3, each unbound companion is resistance -2.
Uruk Rogue (F)	Bloodlines	13	LOTR13F18	Shadow	Uruk-hai	Minion - Uruk-hai	5	12	3		5		RF	18RF	Legends Series.		Damage +1. Skirmish: If no other minions are assigned to a skirmish, you may exert this minion twice to make it fierce and strength +4 until the regroup phase.
Celeborn, The Wise (O)	Bloodlines	13	LOTR13O01	Free Peoples	Elven	Companion - Elf	2	6	3	7		U	O	1O	Legends Masterworks Series		While the fellowship is at a forest site, each Elf who has resistance 7 or more gains muster. Each time the fellowship moves during the regroup phase, you may take an [ELVEN] event into hand from your discard pile. 
Galadriel, Sorceress of the Hidden Land (O)	Bloodlines	13	LOTR13O02	Free Peoples	Elven	Companion - Elf	0	3	3	7		U	O	2O	Legends Masterworks Series		To play spot 3 Elves. Each time the fellowship moves during the regroup phase, you may reveal a card from the top of your draw deck for each forest on the adventure path to heal an Elf for each [ELVEN] card revealed. 
Legolas, of the Grey Company (O)	Bloodlines	13	LOTR13O03	Free Peoples	Elven	Companion - Elf	2	6	3	6		U	O	3O	Legends Masterworks Series		Archer. At the start of each archery phase, you may reveal the top card of your draw deck. If it is an [ELVEN] card, wound a minion. 
Gandalf, Bearer of Obligation (O)	Bloodlines	13	LOTR13O04	Free Peoples	Gandalf	Companion - Elf	4	7	4	5		U	O	4O	Legends Masterworks Series		While Gandalf is the Ring-bearer, each time the fellowship moves, add 3 burdens unless you spot 2 other companions and discard 2 [GANDALF] cards from hand. 
Pallando, Far-traveling One (O)	Bloodlines	13	LOTR13O05	Free Peoples	Gandalf	Follower	2	1				U	O	5O	Legends Masterworks Series		Aid-(2). Each time you transfer this to a companion, except a [GANDALF] companion, exert bearer twice. Each time bearer wins a skirmish, you may discard a condition from play. 
